source,destination,fare,total_distance,intermediate_station_count,stations_between,source_code,destination_code
Aarey JVLR,SEEPZ,10,1.482 km,0,,ARYJ,SEPZ
Aarey JVLR,MIDC-Andheri,20,2.726 km,1,SEEPZ,ARYJ,MIDC
Aarey JVLR,Marol Naka,20,3.951 km,2,SEEPZ -> MIDC-Andheri,ARYJ,MNK
Aarey JVLR,CSMI-Airport - T2,30,5.065 km,3,SEEPZ -> MIDC-Andheri -> Marol Naka,ARYJ,CSIA
Aarey JVLR,Sahar Road,30,6.017 km,4,SEEPZ -> MIDC-Andheri -> Marol Naka -> CSMI-Airport - T2,ARYJ,SHRR
Aarey JVLR,CSMI Airport-T1,30,7.74 km,5,SEEPZ -> MIDC-Andheri -> Marol Naka -> CSMI-Airport - T2 -> Sahar Road,ARYJ,CIAD
Aarey JVLR,Santacruz Metro,40,10.013 km,6,SEEPZ -> MIDC-Andheri -> Marol Naka -> CSMI-Airport - T2 -> Sahar Road -> CSMI Airport-T1,ARYJ,STZM
Aarey JVLR,Bandra Colony,40,11.013 km,7,SEEPZ -> MIDC-Andheri -> Marol Naka -> CSMI-Airport - T2 -> Sahar Road -> CSMI Airport-T1 -> Santacruz Metro,ARYJ,VIDN
Aarey JVLR,Bandra-Kurla Complex,50,12.264 km,8,SEEPZ -> MIDC-Andheri -> Marol Naka -> CSMI-Airport - T2 -> Sahar Road -> CSMI Airport-T1 -> Santacruz Metro -> Bandra Colony,ARYJ,BDRM
Aarey JVLR,Dharavi,50,14.088 km,9,SEEPZ -> MIDC-Andheri -> Marol Naka -> CSMI-Airport - T2 -> Sahar Road -> CSMI Airport-T1 -> Santacruz Metro -> Bandra Colony -> Bandra-Kurla Complex,ARYJ,DHAV
Aarey JVLR,Shitala Devi Mandir,50,15.899 km,10,SEEPZ -> MIDC-Andheri -> Marol Naka -> CSMI-Airport - T2 -> Sahar Road -> CSMI Airport-T1 -> Santacruz Metro -> Bandra Colony -> Bandra-Kurla Complex -> Dharavi,ARYJ,SDIT
Aarey JVLR,Dadar Metro,50,16.991 km,11,SEEPZ -> MIDC-Andheri -> Marol Naka -> CSMI-Airport - T2 -> Sahar Road -> CSMI Airport-T1 -> Santacruz Metro -> Bandra Colony -> Bandra-Kurla Complex -> Dharavi -> Shitala Devi Mandir,ARYJ,DDRM
Aarey JVLR,Siddhivinayak,60,18.984 km,12,SEEPZ -> MIDC-Andheri -> Marol Naka -> CSMI-Airport - T2 -> Sahar Road -> CSMI Airport-T1 -> Santacruz Metro -> Bandra Colony -> Bandra-Kurla Complex -> Dharavi -> Shitala Devi Mandir -> Dadar Metro,ARYJ,SIDV
Aarey JVLR,Worli,60,20.61 km,13,SEEPZ -> MIDC-Andheri -> Marol Naka -> CSMI-Airport - T2 -> Sahar Road -> CSMI Airport-T1 -> Santacruz Metro -> Bandra Colony -> Bandra-Kurla Complex -> Dharavi -> Shitala Devi Mandir -> Dadar Metro -> Siddhivinayak,ARYJ,WOR
Aarey JVLR,Acharya Atre Chowk,60,22.092 km,14,SEEPZ -> MIDC-Andheri -> Marol Naka -> CSMI-Airport - T2 -> Sahar Road -> CSMI Airport-T1 -> Santacruz Metro -> Bandra Colony -> Bandra-Kurla Complex -> Dharavi -> Shitala Devi Mandir -> Dadar Metro -> Siddhivinayak -> Worli,ARYJ,ACA
Aarey JVLR,Science Centre,60,22.933 km,15,SEEPZ -> MIDC-Andheri -> Marol Naka -> CSMI-Airport - T2 -> Sahar Road -> CSMI Airport-T1 -> Santacruz Metro -> Bandra Colony -> Bandra-Kurla Complex -> Dharavi -> Shitala Devi Mandir -> Dadar Metro -> Siddhivinayak -> Worli -> Acharya Atre Chowk,ARYJ,SCMU
Aarey JVLR,Mahalaxmi Metro,60,24.301 km,16,SEEPZ -> MIDC-Andheri -> Marol Naka -> CSMI-Airport - T2 -> Sahar Road -> CSMI Airport-T1 -> Santacruz Metro -> Bandra Colony -> Bandra-Kurla Complex -> Dharavi -> Shitala Devi Mandir -> Dadar Metro -> Siddhivinayak -> Worli -> Acharya Atre Chowk -> Science Centre,ARYJ,MLXM
Aarey JVLR,Jagannath Shankar Sheth Metro,70,25.388 km,17,SEEPZ -> MIDC-Andheri -> Marol Naka -> CSMI-Airport - T2 -> Sahar Road -> CSMI Airport-T1 -> Santacruz Metro -> Bandra Colony -> Bandra-Kurla Complex -> Dharavi -> Shitala Devi Mandir -> Dadar Metro -> Siddhivinayak -> Worli -> Acharya Atre Chowk -> Science Centre -> Mahalaxmi Metro,ARYJ,MCLM
Aarey JVLR,Grant Road Metro,70,26.434 km,18,SEEPZ -> MIDC-Andheri -> Marol Naka -> CSMI-Airport - T2 -> Sahar Road -> CSMI Airport-T1 -> Santacruz Metro -> Bandra Colony -> Bandra-Kurla Complex -> Dharavi -> Shitala Devi Mandir -> Dadar Metro -> Siddhivinayak -> Worli -> Acharya Atre Chowk -> Science Centre -> Mahalaxmi Metro -> Jagannath Shankar Sheth Metro,ARYJ,GTRM
Aarey JVLR,Girgaon,70,27.969 km,19,SEEPZ -> MIDC-Andheri -> Marol Naka -> CSMI-Airport - T2 -> Sahar Road -> CSMI Airport-T1 -> Santacruz Metro -> Bandra Colony -> Bandra-Kurla Complex -> Dharavi -> Shitala Devi Mandir -> Dadar Metro -> Siddhivinayak -> Worli -> Acharya Atre Chowk -> Science Centre -> Mahalaxmi Metro -> Jagannath Shankar Sheth Metro -> Grant Road Metro,ARYJ,GIRG
Aarey JVLR,Kalbadevi,70,28.688 km,20,SEEPZ -> MIDC-Andheri -> Marol Naka -> CSMI-Airport - T2 -> Sahar Road -> CSMI Airport-T1 -> Santacruz Metro -> Bandra Colony -> Bandra-Kurla Complex -> Dharavi -> Shitala Devi Mandir -> Dadar Metro -> Siddhivinayak -> Worli -> Acharya Atre Chowk -> Science Centre -> Mahalaxmi Metro -> Jagannath Shankar Sheth Metro -> Grant Road Metro -> Girgaon,ARYJ,KLBD
Aarey JVLR,Chhatrapati Shivaji Maharaj Terminus Metro,70,29.588 km,21,SEEPZ -> MIDC-Andheri -> Marol Naka -> CSMI-Airport - T2 -> Sahar Road -> CSMI Airport-T1 -> Santacruz Metro -> Bandra Colony -> Bandra-Kurla Complex -> Dharavi -> Shitala Devi Mandir -> Dadar Metro -> Siddhivinayak -> Worli -> Acharya Atre Chowk -> Science Centre -> Mahalaxmi Metro -> Jagannath Shankar Sheth Metro -> Grant Road Metro -> Girgaon -> Kalbadevi,ARYJ,CSTM
Aarey JVLR,Hutatma Chowk,70,30.528 km,22,SEEPZ -> MIDC-Andheri -> Marol Naka -> CSMI-Airport - T2 -> Sahar Road -> CSMI Airport-T1 -> Santacruz Metro -> Bandra Colony -> Bandra-Kurla Complex -> Dharavi -> Shitala Devi Mandir -> Dadar Metro -> Siddhivinayak -> Worli -> Acharya Atre Chowk -> Science Centre -> Mahalaxmi Metro -> Jagannath Shankar Sheth Metro -> Grant Road Metro -> Girgaon -> Kalbadevi -> Chhatrapati Shivaji Maharaj Terminus Metro,ARYJ,HUC
Aarey JVLR,Churchgate Metro,70,31.418 km,23,SEEPZ -> MIDC-Andheri -> Marol Naka -> CSMI-Airport - T2 -> Sahar Road -> CSMI Airport-T1 -> Santacruz Metro -> Bandra Colony -> Bandra-Kurla Complex -> Dharavi -> Shitala Devi Mandir -> Dadar Metro -> Siddhivinayak -> Worli -> Acharya Atre Chowk -> Science Centre -> Mahalaxmi Metro -> Jagannath Shankar Sheth Metro -> Grant Road Metro -> Girgaon -> Kalbadevi -> Chhatrapati Shivaji Maharaj Terminus Metro -> Hutatma Chowk,ARYJ,CHGM
Aarey JVLR,Vidhan Bhavan,70,32.154 km,24,SEEPZ -> MIDC-Andheri -> Marol Naka -> CSMI-Airport - T2 -> Sahar Road -> CSMI Airport-T1 -> Santacruz Metro -> Bandra Colony -> Bandra-Kurla Complex -> Dharavi -> Shitala Devi Mandir -> Dadar Metro -> Siddhivinayak -> Worli -> Acharya Atre Chowk -> Science Centre -> Mahalaxmi Metro -> Jagannath Shankar Sheth Metro -> Grant Road Metro -> Girgaon -> Kalbadevi -> Chhatrapati Shivaji Maharaj Terminus Metro -> Hutatma Chowk -> Churchgate Metro,ARYJ,VIDB
Aarey JVLR,Cuffe Parade,70,33.614 km,25,SEEPZ -> MIDC-Andheri -> Marol Naka -> CSMI-Airport - T2 -> Sahar Road -> CSMI Airport-T1 -> Santacruz Metro -> Bandra Colony -> Bandra-Kurla Complex -> Dharavi -> Shitala Devi Mandir -> Dadar Metro -> Siddhivinayak -> Worli -> Acharya Atre Chowk -> Science Centre -> Mahalaxmi Metro -> Jagannath Shankar Sheth Metro -> Grant Road Metro -> Girgaon -> Kalbadevi -> Chhatrapati Shivaji Maharaj Terminus Metro -> Hutatma Chowk -> Churchgate Metro -> Vidhan Bhavan,ARYJ,CUP
SEEPZ,Aarey JVLR,10,1.482 km,0,,SEPZ,ARYJ
SEEPZ,MIDC-Andheri,10,1.243 km,0,,SEPZ,MIDC
SEEPZ,Marol Naka,20,2.469 km,1,MIDC-Andheri,SEPZ,MNK
SEEPZ,CSMI-Airport - T2,20,3.583 km,2,MIDC-Andheri -> Marol Naka,SEPZ,CSIA
SEEPZ,Sahar Road,20,4.535 km,3,MIDC-Andheri -> Marol Naka -> CSMI-Airport - T2,SEPZ,SHRR
SEEPZ,CSMI Airport-T1,30,6.258 km,4,MIDC-Andheri -> Marol Naka -> CSMI-Airport - T2 -> Sahar Road,SEPZ,CIAD
SEEPZ,Santacruz Metro,40,8.531 km,5,MIDC-Andheri -> Marol Naka -> CSMI-Airport - T2 -> Sahar Road -> CSMI Airport-T1,SEPZ,STZM
SEEPZ,Bandra Colony,40,9.53 km,6,MIDC-Andheri -> Marol Naka -> CSMI-Airport - T2 -> Sahar Road -> CSMI Airport-T1 -> Santacruz Metro,SEPZ,VIDN
SEEPZ,Bandra-Kurla Complex,40,10.782 km,7,MIDC-Andheri -> Marol Naka -> CSMI-Airport - T2 -> Sahar Road -> CSMI Airport-T1 -> Santacruz Metro -> Bandra Colony,SEPZ,BDRM
SEEPZ,Dharavi,50,12.606 km,8,MIDC-Andheri -> Marol Naka -> CSMI-Airport - T2 -> Sahar Road -> CSMI Airport-T1 -> Santacruz Metro -> Bandra Colony -> Bandra-Kurla Complex,SEPZ,DHAV
SEEPZ,Shitala Devi Mandir,50,14.417 km,9,MIDC-Andheri -> Marol Naka -> CSMI-Airport - T2 -> Sahar Road -> CSMI Airport-T1 -> Santacruz Metro -> Bandra Colony -> Bandra-Kurla Complex -> Dharavi,SEPZ,SDIT
SEEPZ,Dadar Metro,50,15.509 km,10,MIDC-Andheri -> Marol Naka -> CSMI-Airport - T2 -> Sahar Road -> CSMI Airport-T1 -> Santacruz Metro -> Bandra Colony -> Bandra-Kurla Complex -> Dharavi -> Shitala Devi Mandir,SEPZ,DDRM
SEEPZ,Siddhivinayak,50,17.502 km,11,MIDC-Andheri -> Marol Naka -> CSMI-Airport - T2 -> Sahar Road -> CSMI Airport-T1 -> Santacruz Metro -> Bandra Colony -> Bandra-Kurla Complex -> Dharavi -> Shitala Devi Mandir -> Dadar Metro,SEPZ,SIDV
SEEPZ,Worli,60,19.128 km,12,MIDC-Andheri -> Marol Naka -> CSMI-Airport - T2 -> Sahar Road -> CSMI Airport-T1 -> Santacruz Metro -> Bandra Colony -> Bandra-Kurla Complex -> Dharavi -> Shitala Devi Mandir -> Dadar Metro -> Siddhivinayak,SEPZ,WOR
SEEPZ,Acharya Atre Chowk,60,20.61 km,13,MIDC-Andheri -> Marol Naka -> CSMI-Airport - T2 -> Sahar Road -> CSMI Airport-T1 -> Santacruz Metro -> Bandra Colony -> Bandra-Kurla Complex -> Dharavi -> Shitala Devi Mandir -> Dadar Metro -> Siddhivinayak -> Worli,SEPZ,ACA
SEEPZ,Science Centre,60,21.451 km,14,MIDC-Andheri -> Marol Naka -> CSMI-Airport - T2 -> Sahar Road -> CSMI Airport-T1 -> Santacruz Metro -> Bandra Colony -> Bandra-Kurla Complex -> Dharavi -> Shitala Devi Mandir -> Dadar Metro -> Siddhivinayak -> Worli -> Acharya Atre Chowk,SEPZ,SCMU
SEEPZ,Mahalaxmi Metro,60,22.819 km,15,MIDC-Andheri -> Marol Naka -> CSMI-Airport - T2 -> Sahar Road -> CSMI Airport-T1 -> Santacruz Metro -> Bandra Colony -> Bandra-Kurla Complex -> Dharavi -> Shitala Devi Mandir -> Dadar Metro -> Siddhivinayak -> Worli -> Acharya Atre Chowk -> Science Centre,SEPZ,MLXM
SEEPZ,Jagannath Shankar Sheth Metro,60,23.906 km,16,MIDC-Andheri -> Marol Naka -> CSMI-Airport - T2 -> Sahar Road -> CSMI Airport-T1 -> Santacruz Metro -> Bandra Colony -> Bandra-Kurla Complex -> Dharavi -> Shitala Devi Mandir -> Dadar Metro -> Siddhivinayak -> Worli -> Acharya Atre Chowk -> Science Centre -> Mahalaxmi Metro,SEPZ,MCLM
SEEPZ,Grant Road Metro,60,24.952 km,17,MIDC-Andheri -> Marol Naka -> CSMI-Airport - T2 -> Sahar Road -> CSMI Airport-T1 -> Santacruz Metro -> Bandra Colony -> Bandra-Kurla Complex -> Dharavi -> Shitala Devi Mandir -> Dadar Metro -> Siddhivinayak -> Worli -> Acharya Atre Chowk -> Science Centre -> Mahalaxmi Metro -> Jagannath Shankar Sheth Metro,SEPZ,GTRM
SEEPZ,Girgaon,70,26.487 km,18,MIDC-Andheri -> Marol Naka -> CSMI-Airport - T2 -> Sahar Road -> CSMI Airport-T1 -> Santacruz Metro -> Bandra Colony -> Bandra-Kurla Complex -> Dharavi -> Shitala Devi Mandir -> Dadar Metro -> Siddhivinayak -> Worli -> Acharya Atre Chowk -> Science Centre -> Mahalaxmi Metro -> Jagannath Shankar Sheth Metro -> Grant Road Metro,SEPZ,GIRG
SEEPZ,Kalbadevi,70,27.206 km,19,MIDC-Andheri -> Marol Naka -> CSMI-Airport - T2 -> Sahar Road -> CSMI Airport-T1 -> Santacruz Metro -> Bandra Colony -> Bandra-Kurla Complex -> Dharavi -> Shitala Devi Mandir -> Dadar Metro -> Siddhivinayak -> Worli -> Acharya Atre Chowk -> Science Centre -> Mahalaxmi Metro -> Jagannath Shankar Sheth Metro -> Grant Road Metro -> Girgaon,SEPZ,KLBD
SEEPZ,Chhatrapati Shivaji Maharaj Terminus Metro,70,28.106 km,20,MIDC-Andheri -> Marol Naka -> CSMI-Airport - T2 -> Sahar Road -> CSMI Airport-T1 -> Santacruz Metro -> Bandra Colony -> Bandra-Kurla Complex -> Dharavi -> Shitala Devi Mandir -> Dadar Metro -> Siddhivinayak -> Worli -> Acharya Atre Chowk -> Science Centre -> Mahalaxmi Metro -> Jagannath Shankar Sheth Metro -> Grant Road Metro -> Girgaon -> Kalbadevi,SEPZ,CSTM
SEEPZ,Hutatma Chowk,70,29.046 km,21,MIDC-Andheri -> Marol Naka -> CSMI-Airport - T2 -> Sahar Road -> CSMI Airport-T1 -> Santacruz Metro -> Bandra Colony -> Bandra-Kurla Complex -> Dharavi -> Shitala Devi Mandir -> Dadar Metro -> Siddhivinayak -> Worli -> Acharya Atre Chowk -> Science Centre -> Mahalaxmi Metro -> Jagannath Shankar Sheth Metro -> Grant Road Metro -> Girgaon -> Kalbadevi -> Chhatrapati Shivaji Maharaj Terminus Metro,SEPZ,HUC
SEEPZ,Churchgate Metro,70,29.936 km,22,MIDC-Andheri -> Marol Naka -> CSMI-Airport - T2 -> Sahar Road -> CSMI Airport-T1 -> Santacruz Metro -> Bandra Colony -> Bandra-Kurla Complex -> Dharavi -> Shitala Devi Mandir -> Dadar Metro -> Siddhivinayak -> Worli -> Acharya Atre Chowk -> Science Centre -> Mahalaxmi Metro -> Jagannath Shankar Sheth Metro -> Grant Road Metro -> Girgaon -> Kalbadevi -> Chhatrapati Shivaji Maharaj Terminus Metro -> Hutatma Chowk,SEPZ,CHGM
SEEPZ,Vidhan Bhavan,70,30.672 km,23,MIDC-Andheri -> Marol Naka -> CSMI-Airport - T2 -> Sahar Road -> CSMI Airport-T1 -> Santacruz Metro -> Bandra Colony -> Bandra-Kurla Complex -> Dharavi -> Shitala Devi Mandir -> Dadar Metro -> Siddhivinayak -> Worli -> Acharya Atre Chowk -> Science Centre -> Mahalaxmi Metro -> Jagannath Shankar Sheth Metro -> Grant Road Metro -> Girgaon -> Kalbadevi -> Chhatrapati Shivaji Maharaj Terminus Metro -> Hutatma Chowk -> Churchgate Metro,SEPZ,VIDB
SEEPZ,Cuffe Parade,70,32.132 km,24,MIDC-Andheri -> Marol Naka -> CSMI-Airport - T2 -> Sahar Road -> CSMI Airport-T1 -> Santacruz Metro -> Bandra Colony -> Bandra-Kurla Complex -> Dharavi -> Shitala Devi Mandir -> Dadar Metro -> Siddhivinayak -> Worli -> Acharya Atre Chowk -> Science Centre -> Mahalaxmi Metro -> Jagannath Shankar Sheth Metro -> Grant Road Metro -> Girgaon -> Kalbadevi -> Chhatrapati Shivaji Maharaj Terminus Metro -> Hutatma Chowk -> Churchgate Metro -> Vidhan Bhavan,SEPZ,CUP
MIDC-Andheri,Aarey JVLR,20,2.726 km,1,SEEPZ,MIDC,ARYJ
MIDC-Andheri,SEEPZ,10,1.243 km,0,,MIDC,SEPZ
MIDC-Andheri,Marol Naka,10,1.226 km,0,,MIDC,MNK
MIDC-Andheri,CSMI-Airport - T2,20,2.34 km,1,Marol Naka,MIDC,CSIA
MIDC-Andheri,Sahar Road,20,3.292 km,2,Marol Naka -> CSMI-Airport - T2,MIDC,SHRR
MIDC-Andheri,CSMI Airport-T1,30,5.014 km,3,Marol Naka -> CSMI-Airport - T2 -> Sahar Road,MIDC,CIAD
MIDC-Andheri,Santacruz Metro,30,7.288 km,4,Marol Naka -> CSMI-Airport - T2 -> Sahar Road -> CSMI Airport-T1,MIDC,STZM
MIDC-Andheri,Bandra Colony,40,8.287 km,5,Marol Naka -> CSMI-Airport - T2 -> Sahar Road -> CSMI Airport-T1 -> Santacruz Metro,MIDC,VIDN
MIDC-Andheri,Bandra-Kurla Complex,40,9.539 km,6,Marol Naka -> CSMI-Airport - T2 -> Sahar Road -> CSMI Airport-T1 -> Santacruz Metro -> Bandra Colony,MIDC,BDRM
MIDC-Andheri,Dharavi,40,11.363 km,7,Marol Naka -> CSMI-Airport - T2 -> Sahar Road -> CSMI Airport-T1 -> Santacruz Metro -> Bandra Colony -> Bandra-Kurla Complex,MIDC,DHAV
MIDC-Andheri,Shitala Devi Mandir,50,13.174 km,8,Marol Naka -> CSMI-Airport - T2 -> Sahar Road -> CSMI Airport-T1 -> Santacruz Metro -> Bandra Colony -> Bandra-Kurla Complex -> Dharavi,MIDC,SDIT
MIDC-Andheri,Dadar Metro,50,14.266 km,9,Marol Naka -> CSMI-Airport - T2 -> Sahar Road -> CSMI Airport-T1 -> Santacruz Metro -> Bandra Colony -> Bandra-Kurla Complex -> Dharavi -> Shitala Devi Mandir,MIDC,DDRM
MIDC-Andheri,Siddhivinayak,50,16.259 km,10,Marol Naka -> CSMI-Airport - T2 -> Sahar Road -> CSMI Airport-T1 -> Santacruz Metro -> Bandra Colony -> Bandra-Kurla Complex -> Dharavi -> Shitala Devi Mandir -> Dadar Metro,MIDC,SIDV
MIDC-Andheri,Worli,50,17.885 km,11,Marol Naka -> CSMI-Airport - T2 -> Sahar Road -> CSMI Airport-T1 -> Santacruz Metro -> Bandra Colony -> Bandra-Kurla Complex -> Dharavi -> Shitala Devi Mandir -> Dadar Metro -> Siddhivinayak,MIDC,WOR
MIDC-Andheri,Acharya Atre Chowk,60,19.367 km,12,Marol Naka -> CSMI-Airport - T2 -> Sahar Road -> CSMI Airport-T1 -> Santacruz Metro -> Bandra Colony -> Bandra-Kurla Complex -> Dharavi -> Shitala Devi Mandir -> Dadar Metro -> Siddhivinayak -> Worli,MIDC,ACA
MIDC-Andheri,Science Centre,60,20.208 km,13,Marol Naka -> CSMI-Airport - T2 -> Sahar Road -> CSMI Airport-T1 -> Santacruz Metro -> Bandra Colony -> Bandra-Kurla Complex -> Dharavi -> Shitala Devi Mandir -> Dadar Metro -> Siddhivinayak -> Worli -> Acharya Atre Chowk,MIDC,SCMU
MIDC-Andheri,Mahalaxmi Metro,60,21.576 km,14,Marol Naka -> CSMI-Airport - T2 -> Sahar Road -> CSMI Airport-T1 -> Santacruz Metro -> Bandra Colony -> Bandra-Kurla Complex -> Dharavi -> Shitala Devi Mandir -> Dadar Metro -> Siddhivinayak -> Worli -> Acharya Atre Chowk -> Science Centre,MIDC,MLXM
MIDC-Andheri,Jagannath Shankar Sheth Metro,60,22.663 km,15,Marol Naka -> CSMI-Airport - T2 -> Sahar Road -> CSMI Airport-T1 -> Santacruz Metro -> Bandra Colony -> Bandra-Kurla Complex -> Dharavi -> Shitala Devi Mandir -> Dadar Metro -> Siddhivinayak -> Worli -> Acharya Atre Chowk -> Science Centre -> Mahalaxmi Metro,MIDC,MCLM
MIDC-Andheri,Grant Road Metro,60,23.709 km,16,Marol Naka -> CSMI-Airport - T2 -> Sahar Road -> CSMI Airport-T1 -> Santacruz Metro -> Bandra Colony -> Bandra-Kurla Complex -> Dharavi -> Shitala Devi Mandir -> Dadar Metro -> Siddhivinayak -> Worli -> Acharya Atre Chowk -> Science Centre -> Mahalaxmi Metro -> Jagannath Shankar Sheth Metro,MIDC,GTRM
MIDC-Andheri,Girgaon,70,25.244 km,17,Marol Naka -> CSMI-Airport - T2 -> Sahar Road -> CSMI Airport-T1 -> Santacruz Metro -> Bandra Colony -> Bandra-Kurla Complex -> Dharavi -> Shitala Devi Mandir -> Dadar Metro -> Siddhivinayak -> Worli -> Acharya Atre Chowk -> Science Centre -> Mahalaxmi Metro -> Jagannath Shankar Sheth Metro -> Grant Road Metro,MIDC,GIRG
MIDC-Andheri,Kalbadevi,70,25.963 km,18,Marol Naka -> CSMI-Airport - T2 -> Sahar Road -> CSMI Airport-T1 -> Santacruz Metro -> Bandra Colony -> Bandra-Kurla Complex -> Dharavi -> Shitala Devi Mandir -> Dadar Metro -> Siddhivinayak -> Worli -> Acharya Atre Chowk -> Science Centre -> Mahalaxmi Metro -> Jagannath Shankar Sheth Metro -> Grant Road Metro -> Girgaon,MIDC,KLBD
MIDC-Andheri,Chhatrapati Shivaji Maharaj Terminus Metro,70,26.863 km,19,Marol Naka -> CSMI-Airport - T2 -> Sahar Road -> CSMI Airport-T1 -> Santacruz Metro -> Bandra Colony -> Bandra-Kurla Complex -> Dharavi -> Shitala Devi Mandir -> Dadar Metro -> Siddhivinayak -> Worli -> Acharya Atre Chowk -> Science Centre -> Mahalaxmi Metro -> Jagannath Shankar Sheth Metro -> Grant Road Metro -> Girgaon -> Kalbadevi,MIDC,CSTM
MIDC-Andheri,Hutatma Chowk,70,27.803 km,20,Marol Naka -> CSMI-Airport - T2 -> Sahar Road -> CSMI Airport-T1 -> Santacruz Metro -> Bandra Colony -> Bandra-Kurla Complex -> Dharavi -> Shitala Devi Mandir -> Dadar Metro -> Siddhivinayak -> Worli -> Acharya Atre Chowk -> Science Centre -> Mahalaxmi Metro -> Jagannath Shankar Sheth Metro -> Grant Road Metro -> Girgaon -> Kalbadevi -> Chhatrapati Shivaji Maharaj Terminus Metro,MIDC,HUC
MIDC-Andheri,Churchgate Metro,70,28.693 km,21,Marol Naka -> CSMI-Airport - T2 -> Sahar Road -> CSMI Airport-T1 -> Santacruz Metro -> Bandra Colony -> Bandra-Kurla Complex -> Dharavi -> Shitala Devi Mandir -> Dadar Metro -> Siddhivinayak -> Worli -> Acharya Atre Chowk -> Science Centre -> Mahalaxmi Metro -> Jagannath Shankar Sheth Metro -> Grant Road Metro -> Girgaon -> Kalbadevi -> Chhatrapati Shivaji Maharaj Terminus Metro -> Hutatma Chowk,MIDC,CHGM
MIDC-Andheri,Vidhan Bhavan,70,29.429 km,22,Marol Naka -> CSMI-Airport - T2 -> Sahar Road -> CSMI Airport-T1 -> Santacruz Metro -> Bandra Colony -> Bandra-Kurla Complex -> Dharavi -> Shitala Devi Mandir -> Dadar Metro -> Siddhivinayak -> Worli -> Acharya Atre Chowk -> Science Centre -> Mahalaxmi Metro -> Jagannath Shankar Sheth Metro -> Grant Road Metro -> Girgaon -> Kalbadevi -> Chhatrapati Shivaji Maharaj Terminus Metro -> Hutatma Chowk -> Churchgate Metro,MIDC,VIDB
MIDC-Andheri,Cuffe Parade,70,30.889 km,23,Marol Naka -> CSMI-Airport - T2 -> Sahar Road -> CSMI Airport-T1 -> Santacruz Metro -> Bandra Colony -> Bandra-Kurla Complex -> Dharavi -> Shitala Devi Mandir -> Dadar Metro -> Siddhivinayak -> Worli -> Acharya Atre Chowk -> Science Centre -> Mahalaxmi Metro -> Jagannath Shankar Sheth Metro -> Grant Road Metro -> Girgaon -> Kalbadevi -> Chhatrapati Shivaji Maharaj Terminus Metro -> Hutatma Chowk -> Churchgate Metro -> Vidhan Bhavan,MIDC,CUP
Marol Naka,Aarey JVLR,20,3.951 km,2,MIDC-Andheri -> SEEPZ,MNK,ARYJ
Marol Naka,SEEPZ,20,2.469 km,1,MIDC-Andheri,MNK,SEPZ
Marol Naka,MIDC-Andheri,10,1.226 km,0,,MNK,MIDC
Marol Naka,CSMI-Airport - T2,10,1.114 km,0,,MNK,CSIA
Marol Naka,Sahar Road,20,2.066 km,1,CSMI-Airport - T2,MNK,SHRR
Marol Naka,CSMI Airport-T1,20,3.789 km,2,CSMI-Airport - T2 -> Sahar Road,MNK,CIAD
Marol Naka,Santacruz Metro,30,6.062 km,3,CSMI-Airport - T2 -> Sahar Road -> CSMI Airport-T1,MNK,STZM
Marol Naka,Bandra Colony,30,7.061 km,4,CSMI-Airport - T2 -> Sahar Road -> CSMI Airport-T1 -> Santacruz Metro,MNK,VIDN
Marol Naka,Bandra-Kurla Complex,40,8.313 km,5,CSMI-Airport - T2 -> Sahar Road -> CSMI Airport-T1 -> Santacruz Metro -> Bandra Colony,MNK,BDRM
Marol Naka,Dharavi,40,10.137 km,6,CSMI-Airport - T2 -> Sahar Road -> CSMI Airport-T1 -> Santacruz Metro -> Bandra Colony -> Bandra-Kurla Complex,MNK,DHAV
Marol Naka,Shitala Devi Mandir,40,11.948 km,7,CSMI-Airport - T2 -> Sahar Road -> CSMI Airport-T1 -> Santacruz Metro -> Bandra Colony -> Bandra-Kurla Complex -> Dharavi,MNK,SDIT
Marol Naka,Dadar Metro,50,13.04 km,8,CSMI-Airport - T2 -> Sahar Road -> CSMI Airport-T1 -> Santacruz Metro -> Bandra Colony -> Bandra-Kurla Complex -> Dharavi -> Shitala Devi Mandir,MNK,DDRM
Marol Naka,Siddhivinayak,50,15.033 km,9,CSMI-Airport - T2 -> Sahar Road -> CSMI Airport-T1 -> Santacruz Metro -> Bandra Colony -> Bandra-Kurla Complex -> Dharavi -> Shitala Devi Mandir -> Dadar Metro,MNK,SIDV
Marol Naka,Worli,50,16.659 km,10,CSMI-Airport - T2 -> Sahar Road -> CSMI Airport-T1 -> Santacruz Metro -> Bandra Colony -> Bandra-Kurla Complex -> Dharavi -> Shitala Devi Mandir -> Dadar Metro -> Siddhivinayak,MNK,WOR
Marol Naka,Acharya Atre Chowk,60,18.141 km,11,CSMI-Airport - T2 -> Sahar Road -> CSMI Airport-T1 -> Santacruz Metro -> Bandra Colony -> Bandra-Kurla Complex -> Dharavi -> Shitala Devi Mandir -> Dadar Metro -> Siddhivinayak -> Worli,MNK,ACA
Marol Naka,Science Centre,60,18.982 km,12,CSMI-Airport - T2 -> Sahar Road -> CSMI Airport-T1 -> Santacruz Metro -> Bandra Colony -> Bandra-Kurla Complex -> Dharavi -> Shitala Devi Mandir -> Dadar Metro -> Siddhivinayak -> Worli -> Acharya Atre Chowk,MNK,SCMU
